name,municipality,iata_code
Enterprise Municipal Airport,Enterprise,ETS
University Airport,Davis,
Edwards Air Force Base,Edwards,
Needles Airport,Needles,EED
Dillant Hopkins Airport,Keene,EEN
Meeker Airport,Meeker,
Shelby County Airport,Alabaster,
Belle Fourche Municipal Airport,Belle Fourche,
Ellington Airport,Houston,EFD
Newport State Airport,Newport,EFK
Monroe Municipal Airport,Monroe,
Jefferson Municipal Airport,Jefferson,EFW
Keglsugl Airport,Denglagu Mission,KEG
Eagle County Regional Airport,Eagle,EGE
Duke Field,Crestview,EGI
Emmetsburg Municipal Airport,Emmetsburg,
Wellington Municipal Airport,Wellington,
Eagle River Union Airport,Eagle River,EGV
Elkhart Morton County Airport,Elkhart,
Shelby-Cleveland County Regional Airport,Shelby,
Henderson City County Airport,Henderson,
East Hartford Airport,Hartford,
Erie Municipal Airport,Erie,
County Memorial Airport,New Madrid,
Ekwok Airport,Ekwok,KEK
Murray Field,Eureka,EKA
Elkhart Municipal Airport,Elkhart,EKI
Elkins-Randolph Co-Jennings Randolph Field,Elkins,EKN
Elko Regional Airport,Elko,EKO
Wayne County Airport,Monticello,
Ennis Big Sky Airport,Ennis,
Addington Field,Elizabethtown,EKX
Bessemer Airport,Bessemer,
Eagle Lake Airport,Eagle Lake,ELA
South Arkansas Regional At Goodwin Field,El Dorado,ELD
Elk City Regional Business Airport,Elk City,ELK
Elmira Corning Regional Airport,Elmira/Corning,ELM
Bowers Field,Ellensburg,ELN
Ely Municipal Airport,Ely,LYU
El Paso International Airport,El Paso,ELP
Ely Airport Yelland Field,Ely,ELY
"Wellsville Municipal Arpt,Tarantine Field",Wellsville,ELZ
Kemmerer Municipal Airport,Kemmerer,EMM
Emporia Municipal Airport,Emporia,EMP
El Monte Airport,El Monte,EMT
Emporia Greensville Regional Airport,Emporia,
Vance Air Force Base,Enid,END
Centralia Municipal Airport,Centralia,ENL
Wendover Airport,Wendover,ENV
Kenosha Regional Airport,Kenosha,ENW
Newberry County Airport,Newberry,
Keokuk Municipal Airport,Keokuk,EOK
Pike County Airport,Waverly,
Neosho Hugh Robinson Airport,Neosho,
Ephrata Municipal Airport,Ephrata,EPH
Eastport Municipal Airport,Eastport,
Captain Jack Thomas El Dorado Airport,El Dorado,EDK
Charlotte-Monroe Executive Airport,Monroe,
Erie International Tom Ridge Field,Erie,ERI
Errol Airport,Errol,ERR
Kerrville Municipal Louis Schreiner Field,Kerrville,ERV
Luce County Airport,Newberry,
Delta County Airport,Escanaba,ESC
Esler Regional Airport,Alexandria,ESF
Easton Newnam Field,Easton,ESN
Estherville Municipal Airport,Estherville,EST
Easton State Airport,Easton,ESW
West Bend Municipal Airport,West Bend,ETB
Tarboro Edgecombe Airport,Tarboro,
Wheaton Municipal Airport,Wheaton,
Eastland Municipal Airport,Eastland,ETN
Weedon Field,Eufaula,EUF
Mahlon Sweet Field,Eugene,EUG
Caldwell Industrial Airport,Caldwell,
New Smyrna Beach Municipal Airport,New Smyrna Beach,
Eveleth Virginia Municipal Airport,Eveleth,EVM
Northwest Missouri Regional Airport,Maryville,
Evansville Regional Airport,Evansville,EVV
Evanston-Uinta County Airport-Burns Field,Evanston,EVW
Summit Airport,Middletown,
New Bedford Regional Airport,New Bedford,EWB
Newton City-County Airport,Newton,EWK
Coastal Carolina Regional Airport,New Bern,EWN
Newark Liberty International Airport,Newark,EWR
Kanabea Airport,Kanabea,KEX
Davidson County Airport,Lexington,
Eagle Creek Airpark,Indianapolis,
Curtis L Brown Jr Field,Elizabethtown,
Weiser Air Park,Houston,
Key West International Airport,Key West,EYW
Shannon Airport,Fredericksburg,
Kewanee Municipal Airport,Kewanee,
Heart of Georgia Regional Airport,Eastman,
Shawano Municipal Airport,Shawano,
Cameron Memorial Airport,Cameron,
Jones Field,Bonham,
Quanah Municipal Airport,Quanah,
Fairgrounds Airpark,Hardin,
Wilbarger County Airport,Vernon,WIB
Marian Airpark,Wellington,
Eufaula Municipal Airport,Eufaula,
Henryetta Municipal Airport,Henryetta,
Wichita Valley Airport,Wichita Falls,
Center Municipal Airport,Center,
Memphis Municipal Airport,Memphis,
Perry Municipal Airport,Perry,
Minden Webster Airport,Minden,
Clarence E Page Municipal Airport,Oklahoma City,
Sulphur Municipal Airport,Sulphur,
Lake Texoma State Park Airport,Kingston,
Healdton Municipal Airport,Healdton,
Firebaugh Airport,Firebaugh,
Possum Kingdom Airport,Graford,
Cordell Municipal Airport,Cordell,
Carrizozo Municipal Airport,Carrizozo,
Ennis Municipal Airport,Ennis,
El Dorado Downtown-Stevens field,El Dorado,
Athens Municipal Airport,Athens,
North Palm Beach County General Aviation Airport,West Palm Beach,
Rockwall Municipal Airport,Rockwall,
St George Island Airport,Apalachicola,
Nocona Airport,Nocona,
Slaton Municipal Airport,Slaton,
Winnsboro Municipal Airport,Winnsboro,
Franklin County Airport,Mount Vernon,
Arledge Field,Stamford,
Hayfork Airport,Hayfork,
Anadarko Municipal Airport,Anadarko,
Air Park Dallas Airport,Dallas,
French Valley Airport,Murrieta/Temecula,RBK
Franklin Field,Franklin,
Harrison Field of Knox City Airport,Knox City,
Town & Country Airpark,Lubbock,
Abernathy Municipal Airport,Abernathy,
Stigler Regional Airport,Stigler,
Cochran County Airport,Morton,
Caldwell Parish Airport,Columbia,
Union Parish Airport,Farmerville,
Jonesboro Airport,Jonesboro,
Winnsboro Municipal Airport,Winnsboro,
Seagraves Airport,Seagraves,
Yoakum County Airport,Plains,
Holdenville Municipal Airport,Holdenville,
Felker Army Air Field,Fort Eustis,FAF
Farmington Regional Airport,Farmington,FAM
Hector International Airport,Fargo,FAR
Fresno Yosemite International Airport,Fresno,FAT
Fayetteville Regional Grannis Field,Fayetteville,FAY
Simmons Army Air Field,Fort Bragg,FBG
Faribault Municipal Airport,Faribault,FBL
Fort Bridger Airport,Fort Bridger,FBR
Fairbury Municipal Airport,Fairbury,FBY
Fresno Chandler Executive Airport,Fresno,FCH
Chesterfield County Airport,Richmond,
Flying Cloud Airport,Minneapolis,FCM
Butts AAF (Fort Carson) Air Field,Fort Carson,FCS
Vagabond Army Heliport,Yakima,FCT
Forrest City Municipal Airport,Forrest City,FCY
Frederick Municipal Airport,Frederick,FDK
Frederick Regional Airport,Frederick,FDR
Fairfield County Airport,Winnsboro,
Findlay Airport,Findlay,FDY
Fortescue - Dave Forrest Aerodrome,Cloudbreak Village,KFE
Albertus Airport,Freeport,FEP
Festus Memorial Airport,Festus,
Fremont Municipal Airport,Fremont,FET
First Flight Airport,Kill Devil Hills,FFA
Peachtree City Falcon Field,Atlanta,
Fairfield Municipal Airport,Fairfield,FFL
Fergus Falls Municipal Airport - Einar Mickelson Field,Fergus Falls,FFM
Wright-Patterson Air Force Base,Dayton,FFO
Capital City Airport,Frankfort,FFT
Fremont Municipal Airport,Fremont,
Falcon Field,Mesa,MSC
Fleming Mason Airport,Flemingsburg,
Friday Harbor Airport,Friday Harbor,FRD
Sierra Vista Municipal Libby Army Air Field,Fort Huachuca Sierra Vista,FHU
Clearfield Lawrence Airport,Clearfield,
Fitchburg Municipal Airport,Fitchburg,
Fillmore County Airport,Preston,
Venango Regional Airport,Franklin,FKL
Franklin Municipal-John Beverly Rose Airport,Franklin,FKN
Frankfort Municipal Airport,Frankfort,
Frankfort Dow Memorial Field,Frankfort,
Fond du Lac County Airport,Fond du Lac,FLD
Flagstaff Pulliam Airport,Flagstaff,FLG
Fort Lauderdale Hollywood International Airport,Fort Lauderdale,FLL
Florence Regional Airport,Florence,FLO
Marion County Regional Airport,Flippin,FLP
Fall River Airport,Fall River,
Flushing Airport,Queens,FLU
Sherman Army Air Field,Fort Leavenworth,FLV
Fallon Municipal Airport,Fallon,FLX
Tipton Airport,Fort Meade(Odenton),FME
Cape Cod Coast Guard Air Station,Falmouth,FMH
Fort Morgan Municipal Airport,Fort Morgan,
Four Corners Regional Airport,Farmington,FMN
Page Field,Fort Myers,FMY
Fairmont State Airfield,Fairmont,
Brenner Field,Falls City,
Fort Collins Loveland Municipal Airport,Fort Collins/Loveland,FNL
Bishop International Airport,Flint,FNT
Flora Municipal Airport,Flora,
Fort Dodge Regional Airport,Fort Dodge,FOD
Topeka Regional Airport - Forbes Field,Topeka,FOE
Francis S Gabreski Airport,Westhampton Beach,FOK
Fillmore Municipal Airport,Fillmore,FIL
Rohnerville Airport,Fortuna,
Bigfork Municipal Airport,Bigfork,
Fitch H Beach Airport,Charlotte,
St Lucie County International Airport,Fort Pierce,FPR
Rutherford Co Marchman Field,Rutherfordton,
Republic Airport,Farmingdale,FRG
French Lick Municipal Airport,French Lick,FRH
Marshall Army Air Field,Fort Riley(Junction City),FRI
Fairmont Municipal Airport,Fairmont,FRM
Front Royal Warren County Airport,Front Royal,FRR
Joe Foss Field Airport,Sioux Falls,FSD
Fosston Municipal Airport,Fosston,
Henry Post Army Air Field (Fort Sill),Fort Sill,FSI
Fort Scott Municipal Airport,Fort Scott,FSK
Fort Smith Regional Airport,Fort Smith,FSM
Franklin County State Airport,Highgate,
Fort Stockton Pecos County Airport,Fort Stockton,FST
Fort Sumner Municipal Airport,Fort Sumner,FSU
Fort Madison Municipal Airport,Fort Madison,FMS
Front Range Airport,Denver,
Godman Army Air Field,Fort Knox,FTK
Elton Hensley Memorial Airport,Fulton,
Fort Worth Meacham International Airport,Fort Worth,FTW
Fulton County Airport Brown Field,Atlanta,FTY
Fullerton Municipal Airport,Fullerton,FUL
Northern Aroostook Regional Airport,Frenchville,WFK
Farmville Regional Airport,Farmville,
Fort Wayne International Airport,Fort Wayne,FWA
Fairfield Municipal Airport,Fairfield,
Sussex Airport,Sussex,
Rostraver Airport,Monongahela,
Fort Worth Spinks Airport,Fort Worth,
Fort Lauderdale Executive Airport,Fort Lauderdale,FXE
Forest City Municipal Airport,Forest City,FXY
Fayette County Airport,Somerville,
Middle Peninsula Regional Airport,West Point,
Fayetteville Municipal Airport,Fayetteville,FYM
Drake Field,Fayetteville,FYV
Fitzgerald Municipal Airport,Fitzgerald,
Fostoria Metropolitan Airport,Fostoria,
Oswego County Airport,Fulton,
Jalal-Abad Airport,Jalal-Abad,
Naryn Airport,Naryn,
Toktogul Airport,Toktogul,
Talas Airport,Talas,
Chatkel Agri Airport,Chatkel,
Tamga Airport,Tamga,
Tokmok Airport,Tokmok,
Chon Aryk Airport,Bishkek,
Frunze Airport,Bishkek,
Frunze Northwest Airport,Bishkek,
Sretenka Airport,Sretenka,
Verkhnyaya Alaarcha Airport,Verkhnyaya Alaarcha,
Bazar Kurgan Airport,Bazar Kurgan,
Kerben Airport,Kerben,
Suzak Airport,Suzak,
Torktul Airport,Zarger,
Aravan West Airport,Aravan,
Kyzyl-Kiya Airport,Kyzyl-Kiya,
Madaniyat Airport,Madaniyat,
Osh West Airport,Osh,
Pokrovka Airport,Pokrovka,
Balykchy Airport,Balykchy,
Kalacha Southwest Airport,Kalacha,
Khaydarken  Airport,Khaydarken,
Sovetsky/Kiyan Kul Airport,Sovetsky,
Belovodskoye Airport,Belovodskoye,
Kara Baita Airport,Kara Baita,
Miyanfan Airport,Miyanfan,
Ala Buka Airport,Ala Buka,
Mikhaylovka Dmitriyevka Airport,Mazar-Bulak,
Sakaldy Dubar Airport,Sakaldy,
Spasskoye/Akbash Airport,Aman Ail,
At Bashi Airport,At Bashi,
Chayek Airport,Chayek,
Daraut Kurgan Airport,Daraut Kurgan,
Osh East Airport,Osh,
Groznoye Airport,Groznoye,
Kirgizskaya Airport,Kirgizskaya,
Kirovskoye Airport,Kirovskoye,
Koksay Airport,Koksay,
Pokrovka/Ozero Issyk Kul Airport,Prokovka,
Northeast Alabama Regional Airport,Gadsden,
Hutson Field,Grafton,
Gage Airport,Gage,GAG
Montgomery County Airpark,Gaithersburg,GAI
South Lafourche Leonard Miller Jr Airport,Galliano,
Gallia Meigs Regional Airport,Gallipolis,
Great Bend Municipal Airport,Great Bend,GBD
Galesburg Municipal Airport,Galesburg,GBG
Gila Bend Af Aux Airport,Gila Bend,
Walter J. Koladza Airport,Great Barrington,GBR
Gillette Campbell County Airport,Gillette,GCC
Grant Co Regional/Ogilvie Field,John Day,JDA
Garden City Regional Airport,Garden City,GCK
Claremore Regional Airport,Claremore,
Grand Canyon National Park Airport,Grand Canyon,GCN
Guthrie County Regional Airport,Guthrie Center,
Greeneville-Greene County Municipal Airport,Greeneville,GCY
Granite Falls Municipal-Lenzen-Roe Memorial Field,Granite Falls,
Granbury Regional Airport,Granbury,
Gardner Municipal Airport,Gardner,GDM
Dawson Community Airport,Glendive,GDV
Gladwin Zettel Memorial Airport,Gladwin,GDW
Sussex County Airport,Georgetown,GED
Spokane International Airport,Spokane,GEG
Brown County Airport,Georgetown,
Glendale Municipal Airport,Glendale,
Ashe County Airport,Jefferson,
South Big Horn County Airport,Greybull,GEY
Shelbyville Municipal Airport,Shelbyville,
Malmstrom Air Force Base,Great Falls,GFA
Grand Forks International Airport,Grand Forks,GFK
Floyd Bennett Memorial Airport,Glens Falls,GFL
Greenfield Municipal Airport,Greenfield,
Georgetown County Airport,Georgetown,GGE
Grant Municipal Airport,Grant,
East Texas Regional Airport,Longview,GGG
Grinnell Regional Airport,Grinnell,
Logansport Cass County Airport,Logansport,
Wokal Field Glasgow International Airport,Glasgow,GGW
Marshfield Municipal George Harlow Field,Marshfield,
Centerville Municipal Airport,Centerville,GHM
Glenwood Municipal Airport,Glenwood,
Winter Haven Municipal Airport - Gilbert Field,Winter Haven,GIF
Grand Junction Regional Airport,Grand Junction,GJT
Port Meadville Airport,Meadville,MEJ
Gatlinburg-Pigeon Forge Airport,Sevierville,GKT
Arlington Municipal Airport,Arlington,
Renner Field-Goodland Municipal Airport,Goodland,GLD
Gainesville Municipal Airport,Gainesville,GLE
Mid Delta Regional Airport,Greenville,GLH
Gaylord Regional Airport,Gaylord,GLR
Scholes International At Galveston Airport,Galveston,GLS
Glasgow Municipal Airport,Glasgow,GLW
Clinton Memorial Airport,Clinton,
Grove Municipal Airport,Grove,
Greenville Downtown Airport,Greenville,GMU
Granby Grand County Airport,Granby,
Gaines County Airport,Seminole,
Grenada Municipal Airport,Grenada,
Gooding Municipal Airport,Gooding,GNG
Grants-Milan Municipal Airport,Grants,GNT
Gainesville Regional Airport,Gainesville,GNV
Guthrie-Edmond Regional Airport,Guthrie,GOK
Groton New London Airport,Groton (New London),GON
Nevada County Air Park,Grass Valley,
Gatesville Municipal Airport,Gatesville,
Grayling Army Air Field,Grayling,
Midwest National Air Center Airport,Mosby,
Glacier Park International Airport,Kalispell,FCA
Grand Prairie Municipal Airport,Grand Prairie,
Gulfport Biloxi International Airport,Gulfport,GPT
Grand Rapids Itasca Co-Gordon Newstrom field,Grand Rapids,GPZ
Galion Municipal Airport,Galion,GQQ
Austin Straubel International Airport,Green Bay,GRB
Greenwood County Airport,Greenwood,GRD
Greenville Airport,Greenville,GRE
Gray Army Air Field,Fort Lewis/Tacoma,GRF
Central Nebraska Regional Airport,Grand Island,GRI
Robert Gray  Army Air Field Airport,Fort Hood/Killeen,GRK
Devil's Track Airport,Grand Marias,
Gordon Municipal Airport,Gordon,GRN
Gerald R. Ford International Airport,Grand Rapids,GRR
Seymour Johnson Air Force Base,Goldsboro,GSB
Goshen Municipal Airport,Goshen,GSH
Piedmont Triad International Airport,Greensboro,GSO
Greenville Spartanburg International Airport,Greenville,GSP
Greater Southwest International Airport-Amon Carter Field,Fort Worth,GSW
Wheeler Sack Army Air Field,Fort Drum,
Quinn Field,Gothenburg,
Great Falls International Airport,Great Falls,GTF
Grantsburg Municipal Airport,Grantsburg,GTG
Golden Triangle Regional Airport,Columbus/W Point/Starkville,GTR
Georgetown Municipal Airport,Georgetown,
Gunnison Crested Butte Regional Airport,Gunnison,GUC
Gallup Municipal Airport,Gallup,GUP
Grissom Air Reserve Base,Peru,GUS
Guymon Municipal Airport,Guymon,GUY
Lee Gilmer Memorial Airport,Gainesville,GVL
Genesee County Airport,Batavia,
Majors Airport,Greenville,GVT
Richards-Gebaur Air Force Base,Belton,GVW
Kagi Airport,Kagi,KGW
De Kalb County Airport,Auburn,
Winn Army Community Hospital Helipad,Fort Stewart,
Greenwood?�Leflore Airport,Greenwood,GWO
Gwinner Roger Melroe Field,Gwinner,
Glenwood Springs Municipal Airport,Glenwood Springs,GWS
Goldsboro-Wayne Municipal Airport,Goldsboro,
Grayling Airport,Grayling,KGX
Greeley?�Weld County Airport,Greeley,GXY
Giddings Lee County Airport,Giddings,
Donaldson Center Airport,Greenville,GDC
North Texas Rgnl/Perrin Field,Sherman/Denison,
Glencoe Municipal Airport,Glencoe,
Phoenix Goodyear Airport,Goodyear,GYR
Gary Chicago International Airport,Gary,GYY
Glacier Creek Airport,Glacier Creek,KGZ
Middleton Field,Evergreen,
Abernathy Field,Pulaski,
Vinita Municipal Airport,Vinita,
Wilburton Municipal Airport,Wilburton,
Buffalo Municipal Airport,Buffalo,
Bowling Green Municipal Airport,Bowling Green,
Camdenton Memorial Airport,Camdenton,
Huntsville Municipal Airport,Huntsville,
Clarksville Municipal Airport,Clarksville,
Herlong Airport,Herlong,
Owen Field,Seymour,
Hefner Easley Airport,Wagoner,
Stratford Field,Stratford,
Mid America Industrial Airport,Pryor,
Pawhuska Municipal Airport,Pawhuska,
Eldon Model Airpark,Eldon,
Fredericktown Regional Airport,Fredericktown,
Hominy Municipal Airport,Hominy,
Benton Municipal Airport,Benton,
Marion County Rankin Fite Airport,Hamilton,HAB
Hannibal Regional Airport,Hannibal,
Half Moon Bay Airport,Half Moon Bay,HAF
Three Rivers Municipal Dr Haines Airport,Three Rivers,HAI
Butler Co Regional Airport - Hogan Field,Hamilton,HAO
Hatbox Field,Muskogee,HAX
Mohall Municipal Airport,Mohall,
Hattiesburg Bobby L Chain Municipal Airport,Hattiesburg,
Asheboro Regional Airport,Asheboro,
Hobart Regional Airport,Hobart,
Jim Hogg County Airport,Hebbronville,
Joshua Sanford Field,Hillsboro,
Heber Springs Municipal Airport,Heber Springs,
Hutchinson Municipal Butler Field,Hutchinson,
Hallock Municipal Airport,Hallock,
Hammond Northshore Regional Airport,Hammond,
Brewster Field,Holdrege,
Hardwick Field,Cleveland,
Yampa Valley Airport,Hayden,HDN
Hondo Municipal Airport,Hondo,
Thompson Robbins Airport,Helena/West Helena,
Manassas Regional Harry P. Davis field,Manassas,
Herlong Airport,Jacksonville,
Hettinger Municipal Airport,Hettinger,
Holyoke Airport,Holyoke,
Hardy Anders Field Natchez Adams County Airport,Natchez,
Hartford Brainard Airport,Hartford,
Mackall Army Air Field,Camp Mackall,
Monett Municipal Airport,Monett,
Greenwood Municipal Airport,Indianapolis,
Hagerstown Regional Richard A Henson Field,Hagerstown,HGR
Hemphill County Airport,Canadian,
Huntington Municipal Airport,Huntington,
Jack Northrop Field Hawthorne Municipal Airport,Hawthorne,
Stan Stamper Municipal Airport,Hugo,HUJ
Range Regional Airport,Hibbing,HIB
Mount Washington Regional Airport,Whitefield,
Hill Air Force Base,Ogden,
Higginsville Industrial Municipal Airport,Higginsville,
Lake Havasu City Airport,Lake Havasu City,
Portland Hillsboro Airport,Portland,
Hebron Municipal Airport,Hebron,
Hanford Municipal Airport,Hanford,
Blytheville Municipal Airport,Blytheville,HKA
Hawkins Field,Jackson,HKS
Hickory Regional Airport,Hickory,HKY
Khan Jahan Ali Airport,Khulna,KHL
Hillenbrand Industries Airport,Batesville,HLB
Hill City Municipal Airport,Hill City,HLC
Wheeling Ohio County Airport,Wheeling,HLG
Park Township Airport,Holland,HLM
Helena Regional Airport,Helena,HLN
Hood Army Air Field,Fort Hood(Killeen),HLR
Twin County Airport,Galax Hillsville,
Homer Airport,,
Holloman Air Force Base,Alamogordo,HMN
Hemet Ryan Airport,Hemet,HMT
Muldrow Army Heliport,Lexington,
Bedford County Airport,Bedford,
Huntingburg Airport,Huntingburg,HNB
Henderson Executive Airport,Las Vegas,HSH
Harlan Municipal Airport,Harlan,
Henderson Oxford Airport,Oxford,
Lea County Regional Airport,Hobbs,HOB
Highland County Airport,Hillsboro,
Homerville Airport,Homerville,
Huron Regional Airport,Huron,HON
Campbell AAF (Fort Campbell) Air Field,Fort Campbell/Hopkinsville,HOP
Memorial Field,Hot Springs,HOT
William P Hobby Airport,Houston,HOU
Westchester County Airport,White Plains,HPN
Hampton Municipal Airport,Hampton,HPT
Baytown Airport,Baytown,HPY
Hugoton Municipal Airport,Hugoton,
